Geography,Year,Sex,Age,Disease Name,Case Counts
Z2.3,2022Q3,MALE,ALL,Gonorrhea,31.0
Z2.3,2022Q3,MALE,ALL,Infectious Syphilis,27.0
Z2.3,2022Q3,MALE,ALL,Non-infectious Syphilis,9.0
Z2.3,2022Q3,BOTH,ALL,Gonorrhea,47.0
Z2.3,2022Q3,BOTH,ALL,Infectious Syphilis,42.0
Z2.3,2022Q3,BOTH,ALL,Non-infectious Syphilis,11.0
Z2.4,2019Q1,FEMALE,ALL,Gonorrhea,41.0
Z2.4,2019Q1,FEMALE,ALL,Infectious Syphilis,6.0
Z2.4,2019Q1,FEMALE,ALL,Non-infectious Syphilis,3.0
Z2.4,2019Q1,MALE,ALL,Gonorrhea,107.0
Z2.4,2019Q1,MALE,ALL,Infectious Syphilis,16.0
Z2.4,2019Q1,MALE,ALL,Non-infectious Syphilis,1.0
Z2.4,2019Q1,BOTH,ALL,Gonorrhea,148.0
Z2.4,2019Q1,BOTH,ALL,Infectious Syphilis,22.0
Z2.4,2019Q1,BOTH,ALL,Non-infectious Syphilis,4.0
Z2.4,2019Q2,FEMALE,ALL,Gonorrhea,46.0
Z2.4,2019Q2,FEMALE,ALL,Infectious Syphilis,5.0
Z2.4,2019Q2,FEMALE,ALL,Non-infectious Syphilis,3.0
Z2.4,2019Q2,MALE,ALL,Gonorrhea,83.0
Z2.4,2019Q2,MALE,ALL,Infectious Syphilis,10.0
Z2.4,2019Q2,MALE,ALL,Non-infectious Syphilis,9.0
Z2.4,2019Q2,BOTH,ALL,Gonorrhea,129.0
Z2.4,2019Q2,BOTH,ALL,Infectious Syphilis,15.0
Z2.4,2019Q2,BOTH,ALL,Non-infectious Syphilis,12.0
Z2.4,2019Q3,FEMALE,ALL,Gonorrhea,47.0
Z2.4,2019Q3,FEMALE,ALL,Infectious Syphilis,5.0
Z2.4,2019Q3,FEMALE,ALL,Non-infectious Syphilis,4.0
Z2.4,2019Q3,MALE,ALL,Gonorrhea,111.0
Z2.4,2019Q3,MALE,ALL,Infectious Syphilis,17.0
Z2.4,2019Q3,MALE,ALL,Non-infectious Syphilis,3.0
Z2.4,2019Q3,BOTH,ALL,Gonorrhea,158.0
Z2.4,2019Q3,BOTH,ALL,Infectious Syphilis,22.0
Z2.4,2019Q3,BOTH,ALL,Non-infectious Syphilis,7.0
Z2.4,2019Q4,FEMALE,ALL,Gonorrhea,78.0
Z2.4,2019Q4,FEMALE,ALL,Infectious Syphilis,6.0
Z2.4,2019Q4,FEMALE,ALL,Non-infectious Syphilis,3.0
Z2.4,2019Q4,MALE,ALL,Gonorrhea,125.0
Z2.4,2019Q4,MALE,ALL,Infectious Syphilis,19.0
Z2.4,2019Q4,MALE,ALL,Non-infectious Syphilis,6.0
Z2.4,2019Q4,BOTH,ALL,Gonorrhea,203.0
Z2.4,2019Q4,BOTH,ALL,Infectious Syphilis,25.0
Z2.4,2019Q4,BOTH,ALL,Non-infectious Syphilis,9.0
Z2.4,2020Q1,FEMALE,ALL,Gonorrhea,52.0
Z2.4,2020Q1,FEMALE,ALL,Infectious Syphilis,7.0
Z2.4,2020Q1,FEMALE,ALL,Non-infectious Syphilis,3.0
Z2.4,2020Q1,MALE,ALL,Gonorrhea,130.0
Z2.4,2020Q1,MALE,ALL,Infectious Syphilis,30.0
Z2.4,2020Q1,MALE,ALL,Non-infectious Syphilis,4.0
Z2.4,2020Q1,BOTH,ALL,Gonorrhea,182.0
Z2.4,2020Q1,BOTH,ALL,Infectious Syphilis,37.0
Z2.4,2020Q1,BOTH,ALL,Non-infectious Syphilis,7.0
Z2.4,2020Q2,FEMALE,ALL,Gonorrhea,24.0
Z2.4,2020Q2,FEMALE,ALL,Infectious Syphilis,10.0
Z2.4,2020Q2,FEMALE,ALL,Non-infectious Syphilis,3.0
Z2.4,2020Q2,MALE,ALL,Gonorrhea,50.0
Z2.4,2020Q2,MALE,ALL,Infectious Syphilis,24.0
Z2.4,2020Q2,MALE,ALL,Non-infectious Syphilis,2.0
Z2.4,2020Q2,BOTH,ALL,Gonorrhea,74.0
Z2.4,2020Q2,BOTH,ALL,Infectious Syphilis,34.0
Z2.4,2020Q2,BOTH,ALL,Non-infectious Syphilis,5.0
Z2.4,2020Q3,FEMALE,ALL,Gonorrhea,55.0
Z2.4,2020Q3,FEMALE,ALL,Infectious Syphilis,10.0
Z2.4,2020Q3,FEMALE,ALL,Non-infectious Syphilis,4.0
Z2.4,2020Q3,MALE,ALL,Gonorrhea,75.0
Z2.4,2020Q3,MALE,ALL,Infectious Syphilis,32.0
Z2.4,2020Q3,MALE,ALL,Non-infectious Syphilis,6.0
Z2.4,2020Q3,BOTH,ALL,Gonorrhea,130.0
Z2.4,2020Q3,BOTH,ALL,Infectious Syphilis,42.0
Z2.4,2020Q3,BOTH,ALL,Non-infectious Syphilis,10.0
Z2.4,2020Q4,FEMALE,ALL,Gonorrhea,35.0
Z2.4,2020Q4,FEMALE,ALL,Infectious Syphilis,9.0
Z2.4,2020Q4,FEMALE,ALL,Non-infectious Syphilis,1.0
Z2.4,2020Q4,MALE,ALL,Gonorrhea,93.0
Z2.4,2020Q4,MALE,ALL,Infectious Syphilis,47.0
Z2.4,2020Q4,MALE,ALL,Non-infectious Syphilis,4.0
Z2.4,2020Q4,BOTH,ALL,Gonorrhea,128.0
Z2.4,2020Q4,BOTH,ALL,Infectious Syphilis,56.0
Z2.4,2020Q4,BOTH,ALL,Non-infectious Syphilis,5.0
Z2.4,2021Q1,FEMALE,ALL,Gonorrhea,38.0
Z2.4,2021Q1,FEMALE,ALL,Infectious Syphilis,22.0
Z2.4,2021Q1,FEMALE,ALL,Non-infectious Syphilis,3.0
Z2.4,2021Q1,MALE,ALL,Gonorrhea,73.0
Z2.4,2021Q1,MALE,ALL,Infectious Syphilis,37.0
Z2.4,2021Q1,MALE,ALL,Non-infectious Syphilis,6.0
Z2.4,2021Q1,BOTH,ALL,Gonorrhea,111.0
Z2.4,2021Q1,BOTH,ALL,Infectious Syphilis,59.0
Z2.4,2021Q1,BOTH,ALL,Non-infectious Syphilis,9.0
Z2.4,2021Q2,FEMALE,ALL,Gonorrhea,45.0
Z2.4,2021Q2,FEMALE,ALL,Infectious Syphilis,16.0
Z2.4,2021Q2,FEMALE,ALL,Non-infectious Syphilis,5.0
Z2.4,2021Q2,MALE,ALL,Gonorrhea,81.0
Z2.4,2021Q2,MALE,ALL,Infectious Syphilis,34.0
Z2.4,2021Q2,MALE,ALL,Non-infectious Syphilis,5.0
Z2.4,2021Q2,BOTH,ALL,Gonorrhea,126.0
Z2.4,2021Q2,BOTH,ALL,Infectious Syphilis,50.0
Z2.4,2021Q2,BOTH,ALL,Non-infectious Syphilis,10.0
Z2.4,2021Q3,FEMALE,ALL,Gonorrhea,48.0
Z2.4,2021Q3,FEMALE,ALL,Infectious Syphilis,16.0
Z2.4,2021Q3,FEMALE,ALL,Non-infectious Syphilis,8.0
Z2.4,2021Q3,MALE,ALL,Gonorrhea,93.0
Z2.4,2021Q3,MALE,ALL,Infectious Syphilis,32.0
Z2.4,2021Q3,MALE,ALL,Non-infectious Syphilis,8.0
Z2.4,2021Q3,BOTH,ALL,Gonorrhea,141.0
Z2.4,2021Q3,BOTH,ALL,Infectious Syphilis,48.0
Z2.4,2021Q3,BOTH,ALL,Non-infectious Syphilis,16.0
Z2.4,2021Q4,FEMALE,ALL,Gonorrhea,51.0
Z2.4,2021Q4,FEMALE,ALL,Infectious Syphilis,42.0
Z2.4,2021Q4,FEMALE,ALL,Non-infectious Syphilis,6.0
Z2.4,2021Q4,MALE,ALL,Gonorrhea,88.0
Z2.4,2021Q4,MALE,ALL,Infectious Syphilis,35.0
Z2.4,2021Q4,MALE,ALL,Non-infectious Syphilis,7.0
Z2.4,2021Q4,BOTH,ALL,Gonorrhea,139.0
Z2.4,2021Q4,BOTH,ALL,Infectious Syphilis,77.0
Z2.4,2021Q4,BOTH,ALL,Non-infectious Syphilis,13.0
Z2.4,2022Q1,FEMALE,ALL,Gonorrhea,42.0
Z2.4,2022Q1,FEMALE,ALL,Infectious Syphilis,26.0
Z2.4,2022Q1,FEMALE,ALL,Non-infectious Syphilis,11.0
Z2.4,2022Q1,MALE,ALL,Gonorrhea,78.0
Z2.4,2022Q1,MALE,ALL,Infectious Syphilis,52.0
Z2.4,2022Q1,MALE,ALL,Non-infectious Syphilis,9.0
Z2.4,2022Q1,BOTH,ALL,Gonorrhea,121.0
Z2.4,2022Q1,BOTH,ALL,Infectious Syphilis,78.0
Z2.4,2022Q1,BOTH,ALL,Non-infectious Syphilis,20.0
Z2.4,2022Q2,FEMALE,ALL,Gonorrhea,34.0
Z2.4,2022Q2,FEMALE,ALL,Infectious Syphilis,28.0
Z2.4,2022Q2,FEMALE,ALL,Non-infectious Syphilis,9.0
Z2.4,2022Q2,MALE,ALL,Gonorrhea,75.0
Z2.4,2022Q2,MALE,ALL,Infectious Syphilis,37.0
Z2.4,2022Q2,MALE,ALL,Non-infectious Syphilis,13.0
Z2.4,2022Q2,BOTH,ALL,Gonorrhea,109.0
Z2.4,2022Q2,BOTH,ALL,Infectious Syphilis,65.0
Z2.4,2022Q2,BOTH,ALL,Non-infectious Syphilis,22.0
Z2.4,2022Q3,FEMALE,ALL,Gonorrhea,39.0
Z2.4,2022Q3,FEMALE,ALL,Infectious Syphilis,10.0
Z2.4,2022Q3,FEMALE,ALL,Non-infectious Syphilis,12.0
Z2.4,2022Q3,MALE,ALL,Gonorrhea,89.0
Z2.4,2022Q3,MALE,ALL,Infectious Syphilis,35.0
Z2.4,2022Q3,MALE,ALL,Non-infectious Syphilis,13.0
Z2.4,2022Q3,BOTH,ALL,Gonorrhea,128.0
Z2.4,2022Q3,BOTH,ALL,Infectious Syphilis,45.0
Z2.4,2022Q3,BOTH,ALL,Non-infectious Syphilis,25.0
Z2.5,2019Q1,FEMALE,ALL,Gonorrhea,3.0
Z2.5,2019Q1,FEMALE,ALL,Infectious Syphilis,0.0
Z2.5,2019Q1,FEMALE,ALL,Non-infectious Syphilis,0.0
Z2.5,2019Q1,MALE,ALL,Gonorrhea,4.0
Z2.5,2019Q1,MALE,ALL,Infectious Syphilis,1.0
Z2.5,2019Q1,MALE,ALL,Non-infectious Syphilis,0.0
Z2.5,2019Q1,BOTH,ALL,Gonorrhea,7.0
Z2.5,2019Q1,BOTH,ALL,Infectious Syphilis,1.0
Z2.5,2019Q1,BOTH,ALL,Non-infectious Syphilis,0.0
Z2.5,2019Q2,FEMALE,ALL,Gonorrhea,2.0
Z2.5,2019Q2,FEMALE,ALL,Infectious Syphilis,0.0
Z2.5,2019Q2,FEMALE,ALL,Non-infectious Syphilis,1.0
Z2.5,2019Q2,MALE,ALL,Gonorrhea,4.0
Z2.5,2019Q2,MALE,ALL,Infectious Syphilis,2.0
Z2.5,2019Q2,MALE,ALL,Non-infectious Syphilis,0.0
Z2.5,2019Q2,BOTH,ALL,Gonorrhea,6.0
Z2.5,2019Q2,BOTH,ALL,Infectious Syphilis,2.0
Z2.5,2019Q2,BOTH,ALL,Non-infectious Syphilis,1.0
Z2.5,2019Q3,FEMALE,ALL,Gonorrhea,3.0
Z2.5,2019Q3,FEMALE,ALL,Infectious Syphilis,0.0
Z2.5,2019Q3,FEMALE,ALL,Non-infectious Syphilis,0.0
Z2.5,2019Q3,MALE,ALL,Gonorrhea,3.0
Z2.5,2019Q3,MALE,ALL,Infectious Syphilis,0.0
Z2.5,2019Q3,MALE,ALL,Non-infectious Syphilis,0.0
Z2.5,2019Q3,BOTH,ALL,Gonorrhea,6.0
Z2.5,2019Q3,BOTH,ALL,Infectious Syphilis,0.0
Z2.5,2019Q3,BOTH,ALL,Non-infectious Syphilis,0.0
Z2.5,2019Q4,FEMALE,ALL,Gonorrhea,2.0
Z2.5,2019Q4,FEMALE,ALL,Infectious Syphilis,1.0
Z2.5,2019Q4,FEMALE,ALL,Non-infectious Syphilis,0.0
Z2.5,2019Q4,MALE,ALL,Gonorrhea,5.0
Z2.5,2019Q4,MALE,ALL,Infectious Syphilis,1.0
Z2.5,2019Q4,MALE,ALL,Non-infectious Syphilis,0.0
Z2.5,2019Q4,BOTH,ALL,Gonorrhea,7.0
Z2.5,2019Q4,BOTH,ALL,Infectious Syphilis,2.0
Z2.5,2019Q4,BOTH,ALL,Non-infectious Syphilis,0.0
Z2.5,2020Q1,FEMALE,ALL,Gonorrhea,5.0
Z2.5,2020Q1,FEMALE,ALL,Infectious Syphilis,1.0
Z2.5,2020Q1,FEMALE,ALL,Non-infectious Syphilis,0.0
Z2.5,2020Q1,MALE,ALL,Gonorrhea,6.0
Z2.5,2020Q1,MALE,ALL,Infectious Syphilis,0.0
Z2.5,2020Q1,MALE,ALL,Non-infectious Syphilis,0.0
Z2.5,2020Q1,BOTH,ALL,Gonorrhea,11.0
Z2.5,2020Q1,BOTH,ALL,Infectious Syphilis,1.0
Z2.5,2020Q1,BOTH,ALL,Non-infectious Syphilis,0.0
Z2.5,2020Q2,FEMALE,ALL,Gonorrhea,2.0
Z2.5,2020Q2,FEMALE,ALL,Infectious Syphilis,0.0
Z2.5,2020Q2,FEMALE,ALL,Non-infectious Syphilis,0.0
Z2.5,2020Q2,MALE,ALL,Gonorrhea,3.0
Z2.5,2020Q2,MALE,ALL,Infectious Syphilis,3.0
Z2.5,2020Q2,MALE,ALL,Non-infectious Syphilis,0.0
Z2.5,2020Q2,BOTH,ALL,Gonorrhea,5.0
Z2.5,2020Q2,BOTH,ALL,Infectious Syphilis,3.0
Z2.5,2020Q2,BOTH,ALL,Non-infectious Syphilis,0.0
Z2.5,2020Q3,FEMALE,ALL,Gonorrhea,3.0
Z2.5,2020Q3,FEMALE,ALL,Infectious Syphilis,0.0
Z2.5,2020Q3,FEMALE,ALL,Non-infectious Syphilis,0.0
Z2.5,2020Q3,MALE,ALL,Gonorrhea,4.0
Z2.5,2020Q3,MALE,ALL,Infectious Syphilis,0.0
Z2.5,2020Q3,MALE,ALL,Non-infectious Syphilis,0.0
Z2.5,2020Q3,BOTH,ALL,Gonorrhea,7.0
Z2.5,2020Q3,BOTH,ALL,Infectious Syphilis,0.0
Z2.5,2020Q3,BOTH,ALL,Non-infectious Syphilis,0.0
Z2.5,2020Q4,FEMALE,ALL,Gonorrhea,2.0
Z2.5,2020Q4,FEMALE,ALL,Infectious Syphilis,2.0
Z2.5,2020Q4,FEMALE,ALL,Non-infectious Syphilis,1.0
Z2.5,2020Q4,MALE,ALL,Gonorrhea,4.0
Z2.5,2020Q4,MALE,ALL,Infectious Syphilis,1.0
Z2.5,2020Q4,MALE,ALL,Non-infectious Syphilis,1.0
Z2.5,2020Q4,BOTH,ALL,Gonorrhea,6.0
Z2.5,2020Q4,BOTH,ALL,Infectious Syphilis,3.0
Z2.5,2020Q4,BOTH,ALL,Non-infectious Syphilis,2.0
Z2.5,2021Q1,FEMALE,ALL,Gonorrhea,1.0
Z2.5,2021Q1,FEMALE,ALL,Infectious Syphilis,3.0
Z2.5,2021Q1,FEMALE,ALL,Non-infectious Syphilis,0.0
Z2.5,2021Q1,MALE,ALL,Gonorrhea,7.0
Z2.5,2021Q1,MALE,ALL,Infectious Syphilis,0.0
Z2.5,2021Q1,MALE,ALL,Non-infectious Syphilis,0.0
Z2.5,2021Q1,BOTH,ALL,Gonorrhea,8.0
Z2.5,2021Q1,BOTH,ALL,Infectious Syphilis,3.0
Z2.5,2021Q1,BOTH,ALL,Non-infectious Syphilis,0.0
Z2.5,2021Q2,FEMALE,ALL,Gonorrhea,0.0
Z2.5,2021Q2,FEMALE,ALL,Infectious Syphilis,0.0
Z2.5,2021Q2,FEMALE,ALL,Non-infectious Syphilis,0.0
Z2.5,2021Q2,MALE,ALL,Gonorrhea,3.0
Z2.5,2021Q2,MALE,ALL,Infectious Syphilis,2.0
Z2.5,2021Q2,MALE,ALL,Non-infectious Syphilis,0.0
Z2.5,2021Q2,BOTH,ALL,Gonorrhea,4.0
Z2.5,2021Q2,BOTH,ALL,Infectious Syphilis,2.0
Z2.5,2021Q2,BOTH,ALL,Non-infectious Syphilis,0.0
Z2.5,2021Q3,FEMALE,ALL,Gonorrhea,2.0
Z2.5,2021Q3,FEMALE,ALL,Infectious Syphilis,1.0
Z2.5,2021Q3,FEMALE,ALL,Non-infectious Syphilis,0.0
Z2.5,2021Q3,MALE,ALL,Gonorrhea,2.0
Z2.5,2021Q3,MALE,ALL,Infectious Syphilis,2.0
Z2.5,2021Q3,MALE,ALL,Non-infectious Syphilis,1.0
Z2.5,2021Q3,BOTH,ALL,Gonorrhea,4.0
Z2.5,2021Q3,BOTH,ALL,Infectious Syphilis,3.0
Z2.5,2021Q3,BOTH,ALL,Non-infectious Syphilis,1.0
Z2.5,2021Q4,FEMALE,ALL,Gonorrhea,5.0
Z2.5,2021Q4,FEMALE,ALL,Infectious Syphilis,3.0
Z2.5,2021Q4,FEMALE,ALL,Non-infectious Syphilis,0.0
Z2.5,2021Q4,MALE,ALL,Gonorrhea,7.0
Z2.5,2021Q4,MALE,ALL,Infectious Syphilis,2.0
Z2.5,2021Q4,MALE,ALL,Non-infectious Syphilis,0.0
Z2.5,2021Q4,BOTH,ALL,Gonorrhea,12.0
Z2.5,2021Q4,BOTH,ALL,Infectious Syphilis,5.0
Z2.5,2021Q4,BOTH,ALL,Non-infectious Syphilis,0.0
Z2.5,2022Q1,FEMALE,ALL,Gonorrhea,2.0
Z2.5,2022Q1,FEMALE,ALL,Infectious Syphilis,1.0
Z2.5,2022Q1,FEMALE,ALL,Non-infectious Syphilis,0.0
Z2.5,2022Q1,MALE,ALL,Gonorrhea,6.0
Z2.5,2022Q1,MALE,ALL,Infectious Syphilis,4.0
Z2.5,2022Q1,MALE,ALL,Non-infectious Syphilis,0.0
Z2.5,2022Q1,BOTH,ALL,Gonorrhea,8.0
Z2.5,2022Q1,BOTH,ALL,Infectious Syphilis,5.0
Z2.5,2022Q1,BOTH,ALL,Non-infectious Syphilis,0.0
Z2.5,2022Q2,FEMALE,ALL,Gonorrhea,8.0
Z2.5,2022Q2,FEMALE,ALL,Infectious Syphilis,1.0
Z2.5,2022Q2,FEMALE,ALL,Non-infectious Syphilis,1.0
Z2.5,2022Q2,MALE,ALL,Gonorrhea,7.0
Z2.5,2022Q2,MALE,ALL,Infectious Syphilis,7.0
Z2.5,2022Q2,MALE,ALL,Non-infectious Syphilis,1.0
Z2.5,2022Q2,BOTH,ALL,Gonorrhea,15.0
Z2.5,2022Q2,BOTH,ALL,Infectious Syphilis,8.0
Z2.5,2022Q2,BOTH,ALL,Non-infectious Syphilis,2.0
Z2.5,2022Q3,FEMALE,ALL,Gonorrhea,5.0
Z2.5,2022Q3,FEMALE,ALL,Infectious Syphilis,1.0
Z2.5,2022Q3,FEMALE,ALL,Non-infectious Syphilis,0.0
Z2.5,2022Q3,MALE,ALL,Gonorrhea,6.0
Z2.5,2022Q3,MALE,ALL,Infectious Syphilis,1.0
Z2.5,2022Q3,MALE,ALL,Non-infectious Syphilis,0.0
Z2.5,2022Q3,BOTH,ALL,Gonorrhea,11.0
Z2.5,2022Q3,BOTH,ALL,Infectious Syphilis,2.0
Z2.5,2022Q3,BOTH,ALL,Non-infectious Syphilis,0.0
Z2.6,2019Q1,FEMALE,ALL,Gonorrhea,16.0
Z2.6,2019Q1,FEMALE,ALL,Infectious Syphilis,2.0
Z2.6,2019Q1,FEMALE,ALL,Non-infectious Syphilis,2.0
Z2.6,2019Q1,MALE,ALL,Gonorrhea,9.0
Z2.6,2019Q1,MALE,ALL,Infectious Syphilis,2.0
Z2.6,2019Q1,MALE,ALL,Non-infectious Syphilis,1.0
Z2.6,2019Q1,BOTH,ALL,Gonorrhea,25.0
Z2.6,2019Q1,BOTH,ALL,Infectious Syphilis,4.0
Z2.6,2019Q1,BOTH,ALL,Non-infectious Syphilis,3.0
Z2.6,2019Q2,FEMALE,ALL,Gonorrhea,11.0
Z2.6,2019Q2,FEMALE,ALL,Infectious Syphilis,0.0
Z2.6,2019Q2,FEMALE,ALL,Non-infectious Syphilis,0.0
Z2.6,2019Q2,MALE,ALL,Gonorrhea,7.0
Z2.6,2019Q2,MALE,ALL,Infectious Syphilis,0.0
Z2.6,2019Q2,MALE,ALL,Non-infectious Syphilis,1.0
Z2.6,2019Q2,BOTH,ALL,Gonorrhea,18.0
Z2.6,2019Q2,BOTH,ALL,Infectious Syphilis,0.0
Z2.6,2019Q2,BOTH,ALL,Non-infectious Syphilis,1.0
Z2.6,2019Q3,FEMALE,ALL,Gonorrhea,13.0
Z2.6,2019Q3,FEMALE,ALL,Infectious Syphilis,1.0
Z2.6,2019Q3,FEMALE,ALL,Non-infectious Syphilis,3.0
Z2.6,2019Q3,MALE,ALL,Gonorrhea,18.0
Z2.6,2019Q3,MALE,ALL,Infectious Syphilis,5.0
Z2.6,2019Q3,MALE,ALL,Non-infectious Syphilis,1.0
Z2.6,2019Q3,BOTH,ALL,Gonorrhea,31.0
Z2.6,2019Q3,BOTH,ALL,Infectious Syphilis,6.0
Z2.6,2019Q3,BOTH,ALL,Non-infectious Syphilis,4.0
Z2.6,2019Q4,FEMALE,ALL,Gonorrhea,12.0
Z2.6,2019Q4,FEMALE,ALL,Infectious Syphilis,0.0
Z2.6,2019Q4,FEMALE,ALL,Non-infectious Syphilis,2.0
Z2.6,2019Q4,MALE,ALL,Gonorrhea,16.0
Z2.6,2019Q4,MALE,ALL,Infectious Syphilis,3.0
Z2.6,2019Q4,MALE,ALL,Non-infectious Syphilis,2.0
Z2.6,2019Q4,BOTH,ALL,Gonorrhea,28.0
Z2.6,2019Q4,BOTH,ALL,Infectious Syphilis,3.0
Z2.6,2019Q4,BOTH,ALL,Non-infectious Syphilis,4.0
Z2.6,2020Q1,FEMALE,ALL,Gonorrhea,1.0
Z2.6,2020Q1,FEMALE,ALL,Infectious Syphilis,0.0
Z2.6,2020Q1,FEMALE,ALL,Non-infectious Syphilis,1.0
Z2.6,2020Q1,MALE,ALL,Gonorrhea,11.0
Z2.6,2020Q1,MALE,ALL,Infectious Syphilis,5.0
Z2.6,2020Q1,MALE,ALL,Non-infectious Syphilis,1.0
Z2.6,2020Q1,BOTH,ALL,Gonorrhea,12.0
Z2.6,2020Q1,BOTH,ALL,Infectious Syphilis,5.0
Z2.6,2020Q1,BOTH,ALL,Non-infectious Syphilis,2.0
Z2.6,2020Q2,FEMALE,ALL,Gonorrhea,3.0
Z2.6,2020Q2,FEMALE,ALL,Infectious Syphilis,0.0
Z2.6,2020Q2,FEMALE,ALL,Non-infectious Syphilis,1.0
Z2.6,2020Q2,MALE,ALL,Gonorrhea,8.0
Z2.6,2020Q2,MALE,ALL,Infectious Syphilis,1.0
Z2.6,2020Q2,MALE,ALL,Non-infectious Syphilis,0.0
Z2.6,2020Q2,BOTH,ALL,Gonorrhea,11.0
Z2.6,2020Q2,BOTH,ALL,Infectious Syphilis,1.0
Z2.6,2020Q2,BOTH,ALL,Non-infectious Syphilis,1.0
Z2.6,2020Q3,FEMALE,ALL,Gonorrhea,8.0
Z2.6,2020Q3,FEMALE,ALL,Infectious Syphilis,2.0
Z2.6,2020Q3,FEMALE,ALL,Non-infectious Syphilis,1.0
Z2.6,2020Q3,MALE,ALL,Gonorrhea,8.0
Z2.6,2020Q3,MALE,ALL,Infectious Syphilis,5.0
Z2.6,2020Q3,MALE,ALL,Non-infectious Syphilis,2.0
Z2.6,2020Q3,BOTH,ALL,Gonorrhea,16.0
Z2.6,2020Q3,BOTH,ALL,Infectious Syphilis,7.0
Z2.6,2020Q3,BOTH,ALL,Non-infectious Syphilis,3.0
Z2.6,2020Q4,FEMALE,ALL,Gonorrhea,11.0
Z2.6,2020Q4,FEMALE,ALL,Infectious Syphilis,3.0
Z2.6,2020Q4,FEMALE,ALL,Non-infectious Syphilis,0.0
Z2.6,2020Q4,MALE,ALL,Gonorrhea,6.0
Z2.6,2020Q4,MALE,ALL,Infectious Syphilis,3.0
Z2.6,2020Q4,MALE,ALL,Non-infectious Syphilis,0.0
Z2.6,2020Q4,BOTH,ALL,Gonorrhea,17.0
Z2.6,2020Q4,BOTH,ALL,Infectious Syphilis,6.0
Z2.6,2020Q4,BOTH,ALL,Non-infectious Syphilis,0.0
Z2.6,2021Q1,FEMALE,ALL,Gonorrhea,8.0
Z2.6,2021Q1,FEMALE,ALL,Infectious Syphilis,0.0
Z2.6,2021Q1,FEMALE,ALL,Non-infectious Syphilis,1.0
Z2.6,2021Q1,MALE,ALL,Gonorrhea,8.0
Z2.6,2021Q1,MALE,ALL,Infectious Syphilis,4.0
Z2.6,2021Q1,MALE,ALL,Non-infectious Syphilis,1.0
Z2.6,2021Q1,BOTH,ALL,Gonorrhea,16.0
Z2.6,2021Q1,BOTH,ALL,Infectious Syphilis,4.0
Z2.6,2021Q1,BOTH,ALL,Non-infectious Syphilis,2.0
Z2.6,2021Q2,FEMALE,ALL,Gonorrhea,3.0
Z2.6,2021Q2,FEMALE,ALL,Infectious Syphilis,2.0
Z2.6,2021Q2,FEMALE,ALL,Non-infectious Syphilis,0.0
Z2.6,2021Q2,MALE,ALL,Gonorrhea,9.0
Z2.6,2021Q2,MALE,ALL,Infectious Syphilis,7.0
Z2.6,2021Q2,MALE,ALL,Non-infectious Syphilis,0.0
Z2.6,2021Q2,BOTH,ALL,Gonorrhea,12.0
Z2.6,2021Q2,BOTH,ALL,Infectious Syphilis,9.0
Z2.6,2021Q2,BOTH,ALL,Non-infectious Syphilis,0.0
Z2.6,2021Q3,FEMALE,ALL,Gonorrhea,3.0
Z2.6,2021Q3,FEMALE,ALL,Infectious Syphilis,3.0
Z2.6,2021Q3,FEMALE,ALL,Non-infectious Syphilis,2.0
Z2.6,2021Q3,MALE,ALL,Gonorrhea,10.0
Z2.6,2021Q3,MALE,ALL,Infectious Syphilis,3.0
Z2.6,2021Q3,MALE,ALL,Non-infectious Syphilis,1.0
Z2.6,2021Q3,BOTH,ALL,Gonorrhea,13.0
Z2.6,2021Q3,BOTH,ALL,Infectious Syphilis,6.0
Z2.6,2021Q3,BOTH,ALL,Non-infectious Syphilis,3.0
Z2.6,2021Q4,FEMALE,ALL,Gonorrhea,5.0
Z2.6,2021Q4,FEMALE,ALL,Infectious Syphilis,5.0
Z2.6,2021Q4,FEMALE,ALL,Non-infectious Syphilis,1.0
Z2.6,2021Q4,MALE,ALL,Gonorrhea,13.0
Z2.6,2021Q4,MALE,ALL,Infectious Syphilis,9.0
Z2.6,2021Q4,MALE,ALL,Non-infectious Syphilis,0.0
Z2.6,2021Q4,BOTH,ALL,Gonorrhea,18.0
Z2.6,2021Q4,BOTH,ALL,Infectious Syphilis,14.0
Z2.6,2021Q4,BOTH,ALL,Non-infectious Syphilis,1.0
Z2.6,2022Q1,FEMALE,ALL,Gonorrhea,9.0
Z2.6,2022Q1,FEMALE,ALL,Infectious Syphilis,6.0
Z2.6,2022Q1,FEMALE,ALL,Non-infectious Syphilis,1.0
Z2.6,2022Q1,MALE,ALL,Gonorrhea,9.0
Z2.6,2022Q1,MALE,ALL,Infectious Syphilis,8.0
Z2.6,2022Q1,MALE,ALL,Non-infectious Syphilis,2.0
Z2.6,2022Q1,BOTH,ALL,Gonorrhea,18.0
Z2.6,2022Q1,BOTH,ALL,Infectious Syphilis,14.0
Z2.6,2022Q1,BOTH,ALL,Non-infectious Syphilis,3.0
Z2.6,2022Q2,FEMALE,ALL,Gonorrhea,6.0
Z2.6,2022Q2,FEMALE,ALL,Infectious Syphilis,4.0
Z2.6,2022Q2,FEMALE,ALL,Non-infectious Syphilis,3.0
Z2.6,2022Q2,MALE,ALL,Gonorrhea,6.0
Z2.6,2022Q2,MALE,ALL,Infectious Syphilis,2.0
Z2.6,2022Q2,MALE,ALL,Non-infectious Syphilis,1.0
